age,annual_income,credit_score,years_customer,prior_claims,region,high_risk
34,55261.8,684,14,0,0,1
57,133050.45,701,14,1,1,0
26,48764.97,737,5,0,1,0
18,69781.51,730,17,1,1,0
18,63589.93,681,6,0,2,0
40,36530.08,676,2,2,1,1
40,83248.12,673,1,1,0,0
38,32053.11,617,2,1,0,0
54,95792.52,616,9,0,0,0
18,36544.08,723,6,0,0,0
44,38600.33,622,4,1,0,0
58,28445.81,745,3,0,1,0
26,30880.19,675,2,0,2,0
35,39601.32,745,3,1,0,0
30,14535.16,730,13,1,1,0
29,43622.74,747,17,0,2,0
36,38025.52,641,17,1,1,0
57,72766.11,712,11,1,1,0
62,60566.09,739,5,2,1,0
35,34412.71,555,4,1,0,0
62,38976.91,816,11,1,2,0
40,43594.71,850,6,0,0,0
61,103050.9,755,10,1,0,0
38,32495.2,744,17,2,1,0
41,34204.75,727,9,0,0,0
44,27881.2,654,19,3,0,0
78,23364.67,671,2,0,0,0
50,57153.84,757,10,0,0,0
31,54255.07,602,9,1,0,1
51,93095.48,595,3,0,0,0
35,82512.45,648,12,0,0,0
34,162520.33,732,15,0,1,0
50,47243.18,610,19,1,0,0
40,43033.55,661,10,1,1,0
43,25588.21,671,0,0,1,0
40,69444.91,599,10,0,1,0
44,52013.94,484,11,2,0,1
45,67889.26,597,6,0,1,0
18,27734.65,700,9,1,0,1
47,58442.7,718,5,0,2,0
28,54317.4,719,7,0,0,0
22,52549.85,728,13,0,0,0
39,34834.62,629,14,0,0,0
41,88846.22,612,1,1,2,1
31,136646.67,710,5,0,0,0
49,28136.64,663,0,1,0,0
23,70278.56,752,17,0,0,0
35,11626.88,710,12,0,2,0
32,68480.55,782,0,0,0,0
39,19243.39,642,7,1,2,0
43,37703.81,765,6,0,2,1
27,25424.99,842,4,1,1,0
48,44010.97,684,13,0,0,0
40,74562.79,719,13,0,2,0
18,19367.34,605,9,0,0,0
18,40956.27,751,4,0,0,0
39,37923.1,770,4,1,1,0
37,108068.91,640,8,0,1,0
38,60832.56,726,5,1,2,0
39,27211.4,702,7,0,2,0
42,38729.34,711,10,0,0,0
51,106729.42,744,0,0,0,0
26,70065.28,721,4,1,2,0
25,30973.38,668,7,0,0,0
26,42893.03,746,15,0,1,0
43,43584.0,768,12,1,0,0
54,37459.25,635,7,0,0,0
34,20845.51,679,10,0,1,1
18,34933.07,538,7,0,1,0
19,98184.11,726,13,0,2,0
30,40515.01,777,10,0,2,0
33,46554.23,659,14,0,1,0
35,52589.03,690,1,2,0,0
40,148608.51,662,3,1,1,0
36,49238.81,649,9,1,0,1
52,84708.62,698,10,1,0,0
31,36348.56,617,20,1,2,1
29,43057.87,661,0,1,1,1
45,49329.44,607,7,0,0,0
21,33287.38,727,7,0,1,0
44,44273.48,699,9,0,0,0
41,76421.97,645,16,0,0,0
38,32853.64,682,12,0,1,0
59,49022.98,662,0,0,0,0
32,69868.26,771,15,0,1,0
64,32460.1,644,15,0,1,0
37,84770.84,730,9,0,0,0
24,50840.15,623,0,1,0,0
40,45136.15,745,7,1,1,0
27,17960.43,762,10,0,1,0
30,40667.88,766,12,0,2,0
44,59029.71,797,0,0,2,0
46,117321.41,703,4,1,0,0
32,65117.24,779,13,0,1,0
51,86086.52,809,15,1,0,0
53,26780.99,590,10,1,0,0
57,46008.84,631,13,1,0,0
46,90253.1,560,10,0,0,1
56,31449.34,764,12,3,1,0
18,79428.4,559,8,1,1,1
36,70732.39,537,10,2,0,1
29,56238.78,592,1,0,2,0
41,41591.4,540,11,1,1,1
33,29937.06,701,1,3,1,0
38,119096.53,593,11,1,0,0
62,67233.79,544,5,0,0,0
37,58122.5,676,9,0,0,0
44,39877.8,681,3,1,0,0
37,49957.89,530,5,0,2,0
40,53229.0,622,9,0,0,0
40,59870.42,674,11,0,0,1
45,70768.56,651,13,0,0,0
53,33148.88,653,2,0,1,1
59,23545.77,774,0,1,2,0
43,51130.7,850,3,1,0,0
47,20463.36,654,2,0,1,0
26,41696.38,574,15,0,0,0
38,38002.42,661,14,1,0,0
51,62684.79,695,3,1,1,0
50,132097.89,675,16,0,1,0
42,18540.35,728,14,4,0,1
50,152831.69,850,0,1,0,0
45,43628.35,542,2,0,1,0
54,58331.9,639,0,1,1,0
43,24163.15,803,7,0,1,0
35,80695.31,638,8,0,0,0
44,50047.92,743,8,0,1,0
18,47537.13,730,0,0,2,0
44,18607.27,778,0,1,2,0
18,50863.38,833,9,1,0,0
19,74825.51,706,11,0,0,0
45,43558.52,540,0,1,1,1
45,88176.84,623,1,3,0,0
26,86374.48,850,13,1,1,0
31,35576.92,566,1,1,0,0
56,108831.59,719,7,1,0,0
34,50143.67,478,1,2,1,1
66,50255.37,571,12,0,0,0
39,51507.91,750,0,2,0,1
44,50749.54,682,6,1,1,0
59,13159.95,649,12,0,0,0
41,44678.46,614,11,0,0,1
27,24785.81,520,5,1,0,1
38,110543.88,735,4,1,0,0
39,108341.28,657,6,1,0,0
23,75054.45,558,1,1,0,1
36,43510.88,682,7,0,0,1
31,29613.7,726,7,0,2,0
51,35284.87,663,5,1,1,0
40,129485.08,689,13,0,1,0
36,34679.41,683,2,0,1,0
38,15096.26,623,0,0,1,0
42,82049.89,684,5,0,1,0
47,103803.15,738,8,0,2,0
28,112376.24,762,7,0,1,0
27,82386.26,743,7,0,1,0
53,89389.62,625,2,0,0,0
35,50335.56,730,3,0,1,0
22,17358.75,717,5,2,0,0
45,49708.96,623,5,0,1,0
45,66888.77,642,13,0,1,0
21,45814.91,734,9,0,0,1
42,44782.91,790,5,1,0,0
48,30270.87,535,13,2,2,1
44,29706.78,811,10,0,0,0
47,122893.6,773,1,0,1,0
23,125138.1,695,0,0,0,0
43,48955.96,660,1,0,1,0
36,56430.32,711,10,1,2,1
34,30018.56,628,12,4,1,1
50,67594.87,665,0,2,0,1
57,118163.51,561,11,2,1,1
61,22819.82,540,11,0,0,0
55,61817.49,850,14,0,0,0
38,64184.12,685,12,0,1,0
44,63818.81,696,14,1,2,0
49,111458.64,677,10,1,1,0
41,135673.85,613,10,2,1,1
41,43619.44,655,6,0,0,0
49,68636.99,687,12,1,0,0
39,51129.5,664,1,0,0,0
31,35737.02,619,7,2,2,0
35,56128.95,718,10,0,0,0
47,68579.56,695,15,2,1,0
40,54636.88,711,5,2,0,0
44,31552.54,736,12,0,0,0
48,38879.39,666,7,2,0,0
35,39028.46,666,12,0,2,0
49,32169.63,798,3,1,0,0
44,57340.92,604,11,0,0,0
25,60418.83,530,7,2,0,0
57,79998.15,724,2,0,0,0
33,31926.41,629,7,0,0,0
20,36726.75,593,14,0,2,0
27,106647.55,750,2,2,2,0
27,45150.29,668,0,2,1,0
40,49764.92,578,9,0,1,1
36,44911.45,834,0,0,0,0
35,86380.34,551,15,0,2,0
47,88071.51,673,15,0,0,1
44,85528.42,528,13,1,0,0
43,49676.33,701,7,0,0,0
44,31690.81,628,16,0,2,0
47,128361.6,745,14,1,0,0
18,75218.65,678,5,1,0,0
35,39013.79,788,15,0,0,0
18,99898.45,645,3,0,0,0
40,37503.73,551,7,0,1,1
39,99245.48,699,0,0,1,1
52,102656.35,659,8,0,1,0
54,30923.1,534,6,1,1,0
42,65570.37,595,5,0,0,0
33,72482.13,621,7,0,1,0
45,181217.75,804,5,1,2,0
33,33821.41,736,8,1,0,0
39,100335.18,652,14,0,0,0
51,49447.81,717,2,0,1,0
33,26352.49,516,12,1,1,0
49,46166.35,634,9,1,2,0
48,49081.25,712,9,0,0,1
28,28869.9,693,7,0,1,0
51,57301.77,636,4,0,1,0
48,79134.53,676,10,1,1,1
41,55221.1,707,10,0,0,0
30,37386.99,679,3,0,2,0
29,45513.49,748,1,1,0,0
33,48909.57,705,8,0,0,0
46,54647.61,720,11,0,1,0
28,85384.12,817,13,0,0,0
45,56160.55,746,14,0,0,0
25,24310.21,819,9,2,2,0
37,37006.15,626,6,0,1,0
41,53263.71,552,7,0,2,1
69,85996.53,668,1,1,0,1
23,93800.29,661,4,1,0,1
57,119055.22,796,7,0,0,0
41,52329.06,589,6,0,0,0
44,71801.06,673,8,2,0,0
41,23689.07,712,1,0,2,0
45,60775.42,688,2,1,0,1
38,28634.51,666,11,0,1,0
57,47511.66,708,3,2,1,0
34,222998.25,766,4,0,0,0
53,57055.35,802,8,0,0,0
32,31827.74,682,3,1,1,0
39,60107.78,614,13,2,0,0
27,37852.88,802,1,0,0,0
45,30321.97,593,8,0,1,0
57,140304.42,823,4,1,0,0
39,83567.17,787,8,1,0,0
37,58265.67,799,5,1,1,0
26,40299.26,734,7,0,0,0
37,41965.59,511,14,0,1,0
20,106004.94,596,4,1,0,1
29,57141.66,704,4,0,1,0
42,10494.4,625,6,1,1,0
55,164467.66,654,15,1,2,1
73,53719.49,729,7,0,1,0
32,58202.55,666,14,0,1,0
57,84402.09,582,7,3,1,0
42,61864.48,750,13,1,0,0
38,71214.68,721,10,0,0,0
45,39661.58,660,10,0,1,0
40,26505.36,736,0,1,1,0
41,56393.91,687,0,0,2,0
35,100288.6,786,13,1,1,0
23,35457.81,692,13,0,0,0
21,34063.71,785,20,0,0,0
47,90265.41,530,0,1,0,0
36,39002.36,716,10,0,2,0
32,39923.49,648,2,2,0,1
40,40677.4,611,4,1,1,0
49,47453.69,772,5,0,0,0
42,22318.72,751,9,1,2,0
32,37433.82,519,4,0,0,1
54,55005.26,737,8,0,2,0
58,54809.51,727,12,0,1,0
45,87465.22,622,13,2,0,0
51,122970.05,613,11,0,1,0
54,104426.81,552,10,1,0,1
53,77445.23,652,7,0,0,0
47,45507.51,665,5,1,0,0
47,35899.03,743,10,0,0,0
46,49460.97,701,2,2,0,0
26,65695.74,595,8,0,1,0
48,73937.02,699,2,1,2,0
23,66939.39,659,7,1,0,1
30,46138.93,605,2,0,1,0
55,72651.63,552,5,1,0,1
50,92082.14,729,4,1,0,0
57,76121.06,715,4,0,0,0
36,48242.39,724,7,0,2,0
26,32308.18,621,0,0,0,0
37,31927.29,693,0,1,0,0
41,34870.32,569,12,0,1,0
40,55744.7,601,8,1,0,1
53,63570.31,682,4,0,0,0
35,24166.77,700,12,0,0,0
44,38101.25,549,4,1,0,1
28,55361.67,595,5,0,0,0
45,31262.05,650,4,1,0,0
40,60897.78,756,17,1,2,0
31,42036.18,614,9,0,1,0
37,34142.21,691,8,1,0,1
37,50342.39,699,10,0,0,0
36,59643.48,660,0,0,2,0
61,32071.9,701,5,0,1,0
38,43420.8,572,10,2,1,1
37,61934.9,627,7,0,1,0
18,33488.42,794,19,1,0,0
29,21399.47,800,5,1,0,0
36,22736.19,747,12,0,0,0
31,39774.23,768,12,0,0,0
56,25356.51,533,8,1,2,0
38,41197.76,604,9,2,0,0
55,112698.5,655,6,1,0,0
40,24604.9,850,0,1,2,0
40,42561.17,654,9,0,2,0
38,142365.4,739,10,2,0,0
40,60118.03,710,10,2,0,1
60,40787.8,708,8,1,1,1
18,45322.49,678,12,0,0,0
18,60759.65,583,3,0,2,0
33,114449.16,463,15,1,0,0
40,37593.0,782,3,0,0,0
48,33563.51,630,7,0,1,1
45,24602.31,530,11,0,1,0
35,51613.99,715,5,1,2,0
52,24273.88,713,11,2,1,0
52,38875.08,741,6,0,0,0
42,31121.63,769,8,1,1,0
51,83873.23,606,7,0,0,1
43,38017.5,610,5,0,0,0
33,59782.32,654,19,0,0,0
48,21981.45,745,3,1,0,1
41,52352.42,511,0,1,0,1
40,26860.71,690,3,0,1,0
57,39623.42,754,8,0,0,0
18,148093.82,751,6,1,0,0
22,78126.7,736,13,0,0,0
25,45972.27,765,12,1,1,0
35,242673.2,460,6,0,0,1
36,31020.78,809,0,0,0,0
21,87781.69,706,1,1,2,1
28,22780.56,786,7,1,1,0
29,43392.36,586,0,0,2,0
69,24986.85,539,6,1,2,0
61,55750.29,822,15,1,0,0
35,50412.03,605,9,0,2,0
35,42031.21,655,8,2,1,0
26,84628.68,722,2,1,0,0
18,36917.85,741,8,0,1,0
38,57723.86,766,6,1,0,0
28,73885.91,697,9,0,0,0
38,23350.87,595,11,0,0,0
20,33718.19,736,12,0,1,0
30,50358.89,737,8,0,2,0
41,67176.36,534,10,0,0,0
44,99769.61,793,5,0,1,0
45,44005.07,481,13,1,0,1
24,41846.54,762,3,0,2,0
50,31688.27,629,6,1,0,1
30,57814.34,736,14,0,0,0
47,42253.45,720,5,2,1,0
39,42743.99,677,1,1,1,0
23,46772.74,716,5,0,0,0
36,64589.95,673,14,0,1,0
44,36980.08,737,0,0,1,0
47,33320.26,850,8,2,0,0
38,60831.44,572,4,1,0,0
58,10798.23,424,7,0,0,1
52,36248.78,646,6,1,1,0
36,27566.19,641,12,1,1,0
49,89467.36,649,8,0,0,0
63,39321.77,605,13,0,1,0
63,37035.86,749,14,0,0,0
25,47843.41,569,8,2,0,1
28,36399.63,716,6,0,1,0
57,40081.73,731,9,0,0,0
27,51459.75,705,10,0,2,0
24,39694.97,718,2,0,2,0
34,39552.78,755,9,0,0,0
45,29581.99,684,6,0,0,0
38,27532.11,652,5,0,0,1
32,50529.8,718,4,0,0,0
31,57142.32,728,4,0,2,0
31,24002.7,751,14,3,0,0
29,71680.26,543,6,0,0,1
67,71827.58,665,13,1,1,0
43,79805.25,594,8,1,1,1
50,56950.89,724,2,0,1,0
34,67409.49,738,8,2,1,0
37,146168.15,658,2,0,1,0
31,42160.51,621,11,1,0,0
18,29061.06,727,6,0,0,0
23,22764.78,669,12,1,1,0
18,117928.87,794,15,1,1,0
18,118704.64,821,0,1,0,0
25,30874.94,760,5,1,2,0
55,34075.69,698,1,0,1,0
39,41689.5,826,18,1,0,0
55,90411.65,699,5,1,2,1
44,25754.09,641,1,0,1,0
49,18337.26,625,19,1,2,0
29,144893.93,623,4,1,1,0
46,57307.49,679,0,1,1,0
48,61525.48,717,2,0,0,0
33,44242.76,566,8,0,0,1
46,61876.3,644,8,1,1,0
46,22991.9,697,3,2,1,0
33,32194.14,731,5,0,2,0
26,51667.23,677,8,2,0,0
25,15749.35,699,14,1,1,0
41,42139.52,580,9,1,0,0
43,40860.45,607,5,0,1,0
30,42135.88,675,6,0,0,0
40,37214.7,720,11,0,1,0
46,29793.75,698,16,0,1,0
47,19712.02,612,2,0,2,0
58,52700.15,661,13,1,1,0
55,42189.98,800,6,1,0,0
27,24645.74,723,0,1,1,0
60,50577.73,666,0,0,1,0
33,42299.26,597,14,1,0,0
52,38928.74,622,15,0,0,0
40,16673.11,680,5,0,2,0
35,68967.02,702,6,0,0,0
18,26462.25,725,0,0,0,0
37,50596.37,711,11,1,1,0
21,32724.06,650,7,0,0,0
51,40361.71,639,0,0,1,0
58,87216.28,843,9,0,0,0
30,63946.95,635,1,0,0,1
43,86251.26,576,10,0,0,0
31,57825.94,548,2,0,1,1
32,59758.8,651,9,1,0,0
49,20119.21,755,4,0,0,0
39,41824.5,633,0,1,1,0
60,43806.85,798,12,0,1,0
34,90384.89,679,13,2,0,0
51,38058.71,768,5,0,1,0
41,55962.09,619,9,1,0,0
49,54878.6,620,10,1,0,0
34,87451.32,687,10,0,0,0
39,45849.88,718,16,0,1,0
38,74153.57,665,10,2,2,0
29,20901.32,703,6,0,0,0
47,21872.61,727,10,2,0,0
47,15651.59,566,5,0,2,0
47,72619.77,652,2,0,0,0
58,68653.92,638,14,1,2,0
57,76758.07,642,10,0,1,0
35,34937.61,712,0,1,2,0
44,36983.46,639,4,0,1,0
32,46141.88,519,11,1,0,1
40,100896.41,661,0,0,1,0
32,114337.98,594,4,0,0,1
59,72904.4,719,21,0,1,0
44,57844.28,744,6,1,0,1
37,95577.37,506,13,1,1,1
54,43134.52,618,15,0,0,0
18,40317.03,708,3,0,0,1
18,45958.26,567,9,0,0,0
49,30050.75,742,18,2,0,0
40,44913.57,763,10,1,0,0
43,28037.44,667,19,1,0,0
24,81838.57,618,4,3,2,1
39,64334.01,495,16,2,1,1
64,100185.75,745,8,0,1,0
49,21706.32,840,6,2,1,0
42,126861.15,823,11,0,0,0
34,22331.7,664,7,0,1,1
35,26925.95,592,7,0,1,0
18,35939.39,747,10,1,0,0
43,94264.54,669,0,1,1,0
50,54873.55,718,4,1,2,0
21,43394.39,704,11,1,0,0
32,32980.98,687,12,0,0,0
26,24637.68,762,9,0,1,0
28,86362.92,765,9,2,0,0
40,73080.7,638,10,0,0,0
18,96396.5,606,12,1,0,0
47,59778.96,480,0,1,0,1
49,13081.43,652,5,1,1,0
36,26310.11,592,7,1,2,1
18,61848.04,713,8,0,1,0
28,40747.16,653,0,0,1,0
54,37070.58,661,1,0,0,0
18,28236.95,744,7,3,0,1
35,78731.2,711,13,0,0,0
25,61580.24,670,5,1,0,1
49,62981.46,814,4,1,1,1
31,35710.46,739,10,0,2,0
44,53537.84,646,6,2,0,0
46,25112.41,650,12,0,2,0
62,45939.75,743,6,0,1,0
37,13849.93,696,2,1,0,0
44,22380.42,590,15,1,1,0
22,41724.51,751,14,0,0,0
54,160742.51,780,3,0,1,0
30,19922.97,774,9,0,1,0
33,26323.3,803,6,0,1,0
39,54632.67,845,11,1,1,0
21,118742.37,818,3,0,1,0
42,54235.24,707,12,1,0,0
51,69638.37,663,13,0,2,0
43,41406.71,533,3,1,0,1
20,37975.22,680,8,0,1,0
38,51077.13,721,14,0,1,0
48,35272.37,683,2,0,0,0
18,70413.1,528,4,0,0,0
27,21957.5,657,11,1,0,0
50,76495.98,731,7,1,0,0
43,49993.91,597,0,0,1,1
44,44030.58,693,6,0,2,0
62,21558.12,714,16,0,0,1
45,30034.61,769,18,0,1,0
47,89261.52,817,4,1,1,0
72,44165.56,649,3,0,1,0
37,56342.21,694,5,0,1,0
30,31578.57,697,17,1,1,0
45,48313.81,731,12,0,0,0
45,24684.33,722,15,0,1,0
33,51531.12,794,12,1,1,0
27,59001.64,493,1,0,2,0
67,57544.13,713,3,2,1,0
43,31201.07,718,4,1,2,1
31,41314.74,661,5,2,0,1
50,64125.48,498,4,0,1,1
38,44102.92,675,5,0,1,0
36,42461.26,623,11,0,0,1
46,126973.52,814,8,0,1,0
24,30470.23,710,14,1,1,0
44,84137.63,616,9,0,1,0
62,27519.76,515,4,0,1,1
45,68008.67,727,8,0,1,0
35,69847.97,735,0,0,2,0
33,37980.09,662,0,1,0,0
35,26669.12,728,11,0,0,0
36,18302.33,652,13,0,2,0
35,36042.11,765,8,0,0,0
50,63774.54,759,6,0,1,0
19,28600.68,548,1,0,1,1
50,51455.59,568,13,0,0,0
35,23430.29,842,10,0,1,0
44,43610.62,754,9,0,1,0
26,27625.04,579,7,2,0,0
55,47146.25,554,5,1,0,1
54,38156.84,696,2,0,1,0
51,27033.09,588,9,1,1,0
21,35262.07,654,5,0,0,0
49,30727.75,676,5,0,0,0
44,25413.55,672,16,0,1,0
20,84235.6,770,7,0,1,0
39,40942.04,826,0,0,1,0
44,16299.46,641,5,1,2,0
46,35895.23,589,2,2,1,1
42,77447.52,711,7,0,1,0
43,33500.67,810,0,0,1,0
57,103660.04,647,10,1,1,0
54,31941.74,748,6,1,2,0
18,63051.3,613,5,1,0,0
36,82315.88,681,8,2,1,0
38,61395.82,587,7,0,0,1
18,24655.44,680,7,0,1,1
41,30600.32,670,6,1,1,0
54,87995.02,728,7,0,0,0
26,32783.95,822,9,1,1,0
44,79844.66,648,9,1,1,0
29,39531.68,520,13,1,2,0
31,52613.01,663,5,0,1,0
57,24512.69,703,9,0,1,0
33,36165.69,696,20,1,0,0
45,31645.36,667,7,0,2,0
18,54874.27,799,7,0,1,0
62,51359.17,690,1,1,1,0
47,61779.38,671,4,0,1,0
37,38358.78,617,7,0,2,0
46,30788.14,540,10,0,1,0
23,53710.54,706,11,0,0,0
54,29295.98,699,9,0,0,0
36,84053.71,595,12,0,0,0
37,46292.67,676,3,0,0,0
34,41644.83,668,10,0,0,0
33,61764.73,630,8,0,1,0
48,47184.36,616,8,0,1,0
43,21396.32,712,6,0,2,0
47,28833.27,661,3,0,2,1
39,83187.66,632,1,0,0,0
46,51120.57,611,9,0,1,0
34,21146.21,669,10,0,2,0
66,58457.54,753,7,0,1,0
21,37062.86,696,7,1,0,0
55,31658.12,661,4,1,2,0
56,27655.05,704,10,0,1,0
29,80818.79,789,8,0,1,0
66,18347.54,719,6,0,0,0
51,32248.73,700,12,1,1,0
51,52055.38,731,11,1,2,0
40,107923.89,667,0,1,1,0
37,64662.01,694,8,0,0,0
37,32112.08,640,3,1,0,0
44,105311.38,555,8,1,2,0
56,24895.4,707,0,1,2,0
42,55975.43,707,8,0,2,0
29,62560.68,656,11,2,1,0
49,31553.58,762,7,0,0,0
51,69480.16,622,2,1,1,0
47,37913.21,538,17,2,0,1
48,69395.08,624,13,0,0,0
36,19539.67,556,5,0,0,1
28,57958.82,707,6,0,0,0
29,39892.62,619,0,3,1,0
20,87103.46,758,10,1,1,0
42,47954.58,757,1,1,0,0
38,91547.64,606,11,1,2,0
34,63184.0,615,13,1,0,0
18,45993.06,722,7,0,2,0
25,72680.95,758,2,0,0,0
53,72913.51,518,14,0,0,0
32,62066.09,702,8,1,1,0
44,15581.65,504,8,0,0,0
23,29993.01,636,3,0,1,0
57,97934.38,767,8,0,1,0
38,26161.05,850,6,1,0,0
43,76208.67,660,1,0,1,0
67,69788.63,580,14,1,1,1
58,34102.43,638,16,3,0,1
36,18076.79,685,13,1,1,0
32,36884.39,626,12,0,2,0
36,138552.91,606,16,0,0,0
46,31836.27,645,2,0,0,0
38,32954.11,711,2,0,0,0
35,29768.58,666,5,1,1,0
57,89984.46,609,9,0,2,0
38,43414.21,626,6,0,1,1
67,35848.14,646,2,0,1,0
41,99383.07,600,8,2,0,1
61,65496.18,623,7,2,1,1
44,30957.01,731,12,0,0,0
51,26587.81,661,8,0,0,0
31,87472.96,539,0,0,0,1
29,49434.02,761,9,2,1,0
45,22594.64,713,15,0,1,0
51,20099.34,569,8,3,1,1
40,28056.64,650,12,1,0,0
24,26377.26,616,5,0,0,0
23,17623.02,734,10,0,1,0
22,28289.51,650,4,1,0,0
18,30960.26,674,6,1,0,0
41,38896.49,664,6,0,2,0
53,114285.5,561,10,0,1,1
39,42897.91,792,3,0,2,0
18,45080.84,732,0,3,2,0
37,63235.91,620,10,2,1,1
38,43535.89,695,10,0,0,0
65,59878.72,757,8,0,1,0
22,56404.68,684,12,0,0,0
35,52119.49,804,6,0,0,0
60,195483.85,850,9,0,1,0
45,77308.79,669,6,1,0,0
46,28542.2,633,6,0,0,0
41,58989.28,600,9,0,0,0
43,32995.67,502,19,1,1,1
49,61274.89,779,11,0,1,0
30,24646.9,651,10,1,0,0
50,28172.74,750,11,0,1,0
23,58218.23,766,0,1,0,0
43,80727.5,593,9,0,0,0
42,63027.23,605,12,1,0,0
32,75136.27,819,8,0,1,0
39,59095.45,674,7,0,0,0
32,53436.43,627,3,0,0,1
27,38107.0,596,5,0,0,0
35,73607.4,668,3,0,1,0
26,81833.31,800,12,0,0,0
43,47497.97,734,15,1,1,0
26,46237.06,694,17,1,0,0
48,108630.0,807,3,0,1,0
25,48522.8,791,4,0,0,0
33,50911.44,706,4,0,0,0
32,62449.47,850,2,0,0,0
55,46681.2,660,2,0,1,0
43,32527.13,767,5,1,0,0
37,59218.12,648,12,0,0,0
45,48080.04,752,4,1,1,0
18,123145.87,660,13,2,2,0
39,72709.28,716,14,0,1,0
63,36397.63,850,9,3,2,0
41,70581.98,756,14,1,0,0
40,57178.48,718,1,0,1,1
46,94344.96,618,5,0,1,0
50,37713.48,695,8,1,0,0
18,53870.49,599,9,1,0,0
19,46651.16,750,15,1,0,0
42,50475.32,748,3,2,2,0
31,31489.22,665,5,1,1,1
55,65378.96,813,7,0,0,0
36,60414.36,801,5,0,1,0
18,93210.14,691,2,2,1,0
24,48775.68,725,5,0,0,0
18,39897.95,632,6,0,0,0
37,72740.03,658,15,0,1,0
37,32954.98,593,2,1,0,0
34,84329.94,641,12,0,0,0
52,84239.65,671,14,2,1,0
54,91916.83,547,5,0,0,1
37,59178.38,726,9,0,1,0
18,38436.08,761,10,0,0,0
47,51771.44,679,10,0,1,0
46,59280.43,464,8,0,0,1
43,37046.5,659,4,0,1,0
51,95469.12,568,11,1,0,0
26,65515.5,631,6,1,0,0
64,31378.82,796,8,1,0,0
28,125672.78,485,8,1,0,0
48,51466.92,614,12,1,0,1
19,28366.06,746,17,0,1,1
28,32366.3,623,4,0,1,0
58,103145.08,617,8,0,1,0
36,122087.4,842,0,1,1,0
50,81205.85,710,15,0,0,0
42,94812.29,754,8,1,2,0
38,90066.88,719,6,0,0,1
56,64760.95,692,8,1,0,0
37,57787.1,781,8,0,0,0
18,64211.11,832,4,0,0,0
30,70827.86,545,13,1,1,1
46,33833.31,677,11,0,0,1
44,70684.34,676,11,0,0,0
21,101651.79,645,4,1,0,0
31,44214.75,758,4,2,0,0
33,41914.04,700,7,1,1,0
35,62210.13,834,11,1,0,0
23,35424.93,768,10,0,0,0
32,25376.8,789,4,1,1,0
31,87017.06,584,11,2,1,1
49,39125.29,615,3,1,2,0
49,49475.08,622,4,1,0,0
38,36132.12,785,8,1,1,0
35,92816.29,602,2,0,0,1
41,75100.92,604,3,0,1,0
30,43461.48,590,15,0,1,1
26,27174.96,850,14,0,0,0
28,41214.07,668,19,0,0,0
32,65190.98,722,10,0,0,0
26,53869.4,588,11,0,0,0
41,51769.12,756,7,1,1,0
48,54494.19,538,6,0,0,0
20,71639.23,601,12,2,1,1
40,48005.48,621,14,0,1,0
37,61390.28,697,11,0,0,0
44,29927.72,616,3,0,0,0
39,175768.91,801,9,1,0,0
22,42534.48,720,4,0,0,0
24,54273.78,624,6,0,2,0
40,65070.9,759,16,0,2,0
52,39918.88,648,2,0,0,1
18,49212.97,632,18,0,0,0
44,48914.91,751,10,0,1,0
54,31038.42,483,5,0,1,1
38,61040.61,738,8,0,1,0
46,21490.99,622,4,0,1,0
31,117754.15,622,5,1,0,0
38,72873.87,836,8,0,2,0
20,67478.29,637,6,1,1,0
18,20571.85,756,3,0,0,0
51,32982.61,702,6,0,0,0
28,98191.27,710,1,1,0,1
34,390670.86,659,1,0,0,0
23,89085.0,655,1,0,2,0
23,82328.42,802,16,1,1,0
37,63734.87,754,10,1,0,0
31,32088.45,640,10,0,0,0
44,80626.85,596,8,1,0,0
45,28265.47,633,10,0,1,1
43,26761.17,758,13,2,2,0
42,25932.06,774,10,1,0,0
58,79846.5,724,16,1,0,0
27,47633.57,550,7,1,0,1
39,51556.27,740,10,0,1,1
53,48644.69,784,11,0,1,0
55,27921.21,693,3,1,0,0
22,35053.63,838,8,0,2,0
36,35946.5,574,0,0,1,1
56,24278.93,734,7,1,0,0
46,38097.16,598,6,1,0,0
42,28548.13,764,6,1,1,0
37,65436.65,729,5,0,1,0
35,68219.49,824,10,1,1,0
43,25672.62,719,3,0,1,0
36,42263.71,647,17,1,0,0
39,123999.14,640,10,1,0,1
40,30019.98,659,3,2,0,0
31,60676.93,639,11,0,0,0
46,51676.63,787,12,1,1,0
74,84663.83,782,9,0,2,0
18,56825.1,560,2,1,0,1
43,39511.71,683,19,2,0,0
30,50684.84,684,11,0,1,0
46,51056.34,617,1,1,1,0
40,46824.06,715,9,1,0,0
49,25347.73,796,6,0,1,0
54,91266.98,751,8,0,1,0
42,83551.36,787,2,0,1,0
53,29082.9,622,8,0,2,1
18,42177.29,682,3,0,1,0
59,43802.98,618,6,0,1,1
44,27494.48,699,9,0,1,1
52,19275.73,706,5,0,1,0
25,35056.06,756,6,0,0,0
30,41019.34,785,12,0,0,0
41,23846.28,735,3,0,1,0
39,53556.31,611,4,1,0,0
43,87678.16,571,1,0,2,0
53,74686.76,721,3,2,0,0
18,46011.98,800,8,3,1,1
51,19531.7,678,11,2,0,0
40,70112.14,557,3,1,1,0
37,52743.51,846,11,2,1,0
22,60607.6,719,8,0,0,0
